"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit"
"MH99191L1","Marco Milano MH99191L1 Montre Femmes","<p><b>Marco Milano MH99191L1 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz japonaise, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier d'environ 28 mm</li>      <li>Taille du bo&icirc;tier d'environ 5 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Marco Milano","Montres Marque","Marco Milano MH99191L1 Montre Femmes","TRUE","","","","","","","MH99191L1","","shopify","2","deny","manual","51.60","","TRUE","FALSE","4260412868766","https://shop.heinrichssohn.de/images/product_images/original_images/MH99191L1.jpg","Marco Milano MH99191L1 Montre Femmes","","","","","","Marco Milano MH99191L1 Montre Femmes","Marco Milano MH99191L1 Montre Femmes","","","","","","","","","","",""
"MH99199G1","Marco Milano MH99199G1 Montre Hommes Chronographe","<p><b>Marco Milano MH99199G1 Montre Hommes Chronographe</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement noir, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz japonaise, fonctionnant sur batterie</li>      <li>Fonction chronographe, Chronom&egrave;tre</li>      <li>Affichage de la date</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Marco Milano","Montres Marque","Marco Milano MH99199G1 Montre Hommes Chronographe","TRUE","","","","","","","MH99199G1","","shopify","3","deny","manual","68.80","","TRUE","FALSE","4260412868773","https://shop.heinrichssohn.de/images/product_images/original_images/MH99199G1.jpg","Marco Milano MH99199G1 Montre Hommes Chronographe","","","","","","Marco Milano MH99199G1 Montre Hommes Chronographe","Marco Milano MH99199G1 Montre Hommes Chronographe","","","","","","","","","","",""
"MH99214SL2","Marco Milano MH99214SL2 Montre Femmes","<p><b>Marco Milano MH99214SL2 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement gris, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz japonaise, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Cadran serti de pierres</li>      <li>Couleur du cadran gris</li>      <li>Largeur du bo&icirc;tier d'environ 28 mm</li>      <li>Taille du bo&icirc;tier d'environ 5 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Marco Milano","Montres Marque","Marco Milano MH99214SL2 Montre Femmes","TRUE","","","","","","","MH99214SL2","","shopify","2","deny","manual","35.80","","TRUE","FALSE","4260412868865","https://shop.heinrichssohn.de/images/product_images/original_images/MH99214SL2.jpg","Marco Milano MH99214SL2 Montre Femmes","","","","","","Marco Milano MH99214SL2 Montre Femmes","Marco Milano MH99214SL2 Montre Femmes","","","","","","","","","","",""
"MH99216G1","Marco Milano MH99216G1 Montre Hommes","<p><b>Marco Milano MH99216G1 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement noir, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz japonaise, fonctionnant sur batterie</li>      <li>Petite seconde</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Marco Milano","Montres Marque","Marco Milano MH99216G1 Montre Hommes","TRUE","","","","","","","MH99216G1","","shopify","2","deny","manual","42.80","","TRUE","FALSE","4260412868780","https://shop.heinrichssohn.de/images/product_images/original_images/MH99216G1.jpg","Marco Milano MH99216G1 Montre Hommes","","","","","","Marco Milano MH99216G1 Montre Hommes","Marco Milano MH99216G1 Montre Hommes","","","","","","","","","","",""
"MH99235G1","Marco Milano MH99235G1 Montre Hommes Dualtimer","<p><b>Marco Milano MH99235G1 Montre Hommes Dualtimer</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement noir et de couleur or rose, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement noir, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz japonaise, fonctionnant sur batterie</li>      <li>Affichage de la date</li>      <li>Dualtime</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 43 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Marco Milano","Montres Marque","Marco Milano MH99235G1 Montre Hommes Dualtimer","TRUE","","","","","","","MH99235G1","","shopify","2","deny","manual","66.80","","TRUE","FALSE","4260412868803","https://shop.heinrichssohn.de/images/product_images/original_images/MH99235G1.jpg","Marco Milano MH99235G1 Montre Hommes Dualtimer","","","","","","Marco Milano MH99235G1 Montre Hommes Dualtimer","Marco Milano MH99235G1 Montre Hommes Dualtimer","","","","","","","","","","",""
"MH99240G1","Marco Milano MH99240G1 Montre Hommes Dualtimer","<p><b>Marco Milano MH99240G1 Montre Hommes Dualtimer</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz japonaise, fonctionnant sur batterie</li>      <li>Affichage de la date</li>      <li>Dualtime</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Marco Milano","Montres Marque","Marco Milano MH99240G1 Montre Hommes Dualtimer","TRUE","","","","","","","MH99240G1","","shopify","1","deny","manual","56.80","","TRUE","FALSE","4260412868841","https://shop.heinrichssohn.de/images/product_images/original_images/MH99240G1.jpg","Marco Milano MH99240G1 Montre Hommes Dualtimer","","","","","","Marco Milano MH99240G1 Montre Hommes Dualtimer","Marco Milano MH99240G1 Montre Hommes Dualtimer","","","","","","","","","","",""
"5-MAX682","Max XL Legend 5-MAX682 Montre Hommes","<p><b>Max XL Legend 5-MAX682 Montre Hommes Montre de plong&eacute;e</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose et noir, mat</li>      <li>Bracelet en silicone, noir, boucle ardillon</li>      <li>Lunette tournante</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Couleur du cadran noir</li>      <li>200 metres Water Resistant</li>      <li>Largeur du bo&icirc;tier d'environ 46 mm</li>      <li>Taille du bo&icirc;tier d'environ 14 mm</li>  </ul>  <p>Livr&eacute; avec livret et la bo&icirc;te.</p>  <p><b>PDSF: 179,- EUR</b></p>","Max XL Watches","Montres Marque","Max XL Legend 5-MAX682 Montre Hommes","FALSE","","","","","","","5-MAX682","","shopify","0","deny","manual","42.90","","TRUE","FALSE","","https://shop.heinrichssohn.de/images/product_images/original_images/5-MAX682.jpg","Max XL Legend 5-MAX682 Montre Hommes","","","","","","Max XL Legend 5-MAX682 Montre Hommes","Max XL Legend 5-MAX682 Montre Hommes","","","","","","","","","","",""
"A660.30314.40SBD","Mondaine Classic Swiss Railways A660.30314.40SBD Montre Femmes","<p><b>Mondaine Classic Swiss Railways A660.30314.40SBD Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, mat</li>      <li>Bracelet en textile, bleu, boucle ardillon</li>      <li>Verre saphir</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran bleu</li>      <li>Largeur du bo&icirc;tier ca. 36 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30314.40SBD Montre Femmes","FALSE","","","","","","","A660.30314.40SBD","","shopify","0","deny","manual","77.60","","TRUE","FALSE","7611382622006","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30314.40SBD.jpg","Mondaine Classic Swiss Railways A660.30314.40SBD Montre Femmes","","","","","","Mondaine Classic Swiss Railways A660.30314.40SBD Montre Femmes","Mondaine Classic Swiss Railways A660.30314.40SBD Montre Femmes","","","","","","","","","","",""
"A660.30314.40SBJ","Mondaine Classic Swiss Railways A660.30314.40SBJ Montre Femmes","<p><b>Mondaine Classic Swiss Railways A660.30314.40SBJ Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran bleu</li>      <li>Largeur du bo&icirc;tier ca. 36 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30314.40SBJ Montre Femmes","TRUE","","","","","","","A660.30314.40SBJ","","shopify","1","deny","manual","79.80","","TRUE","FALSE","7611382622037","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30314.40SBJ.jpg","Mondaine Classic Swiss Railways A660.30314.40SBJ Montre Femmes","","","","","","Mondaine Classic Swiss Railways A660.30314.40SBJ Montre Femmes","Mondaine Classic Swiss Railways A660.30314.40SBJ Montre Femmes","","","","","","","","","","",""
"A660.30314.40SBQ","Mondaine Classic Swiss Railways A660.30314.40SBQ Montre Femmes","<p><b>Mondaine Classic Swiss Railways A660.30314.40SBQ Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en textile, bleu, boucle ardillon</li>      <li>Verre saphir</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran bleu</li>      <li>Largeur du bo&icirc;tier ca. 36 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30314.40SBQ Montre Femmes","TRUE","","","","","","","A660.30314.40SBQ","","shopify","1","deny","manual","68.80","","TRUE","FALSE","7611382622068","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30314.40SBQ.jpg","Mondaine Classic Swiss Railways A660.30314.40SBQ Montre Femmes","","","","","","Mondaine Classic Swiss Railways A660.30314.40SBQ Montre Femmes","Mondaine Classic Swiss Railways A660.30314.40SBQ Montre Femmes","","","","","","","","","","",""
"A660.30314.60SBM","Mondaine Classic Swiss Railways A660.30314.60SBM Montre Femmes","<p><b>Mondaine Classic Swiss Railways A660.30314.60SBM Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran vert</li>      <li>Largeur du bo&icirc;tier ca. 36 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30314.60SBM Montre Femmes","TRUE","","","","","","","A660.30314.60SBM","","shopify","3","deny","manual","83.60","","TRUE","FALSE","7611382622686","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30314.60SBM.jpg","Mondaine Classic Swiss Railways A660.30314.60SBM Montre Femmes","","","","","","Mondaine Classic Swiss Railways A660.30314.60SBM Montre Femmes","Mondaine Classic Swiss Railways A660.30314.60SBM Montre Femmes","","","","","","","","","","",""
"A660.30314.80SBJ","Mondaine Classic Swiss Railways A660.30314.80SBJ Montre Femmes","<p><b>Mondaine Classic Swiss Railways A660.30314.80SBJ Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran gris</li>      <li>Largeur du bo&icirc;tier ca. 36 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30314.80SBJ Montre Femmes","FALSE","","","","","","","A660.30314.80SBJ","","shopify","0","deny","manual","71.60","","TRUE","FALSE","7611382622051","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30314.80SBJ.jpg","Mondaine Classic Swiss Railways A660.30314.80SBJ Montre Femmes","","","","","","Mondaine Classic Swiss Railways A660.30314.80SBJ Montre Femmes","Mondaine Classic Swiss Railways A660.30314.80SBJ Montre Femmes","","","","","","","","","","",""
"A660.30360.16SBBV","Mondaine Classic Swiss Railways A660.30360.16SBBV Montre Hommes","<p><b>Mondaine Classic Swiss Railways A660.30360.16SBBV Montre Hommes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, mat</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran blanc</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30360.16SBBV Montre Hommes","FALSE","","","","","","","A660.30360.16SBBV","","shopify","0","deny","manual","64.70","","TRUE","FALSE","7611382627711","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30360.16SBBV.jpg","Mondaine Classic Swiss Railways A660.30360.16SBBV Montre Hommes","","","","","","Mondaine Classic Swiss Railways A660.30360.16SBBV Montre Hommes","Mondaine Classic Swiss Railways A660.30360.16SBBV Montre Hommes","","","","","","","","","","",""
"A660.30360.16SBM","Mondaine Classic Swiss Railways A660.30360.16SBM Montre Hommes","<p><b>Mondaine Classic Swiss Railways A660.30360.16SBM Montre Hommes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran blanc</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30360.16SBM Montre Hommes","TRUE","","","","","","","A660.30360.16SBM","","shopify","4","deny","manual","80.60","","TRUE","FALSE","7611382601254","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30360.16SBM.jpg","Mondaine Classic Swiss Railways A660.30360.16SBM Montre Hommes","","","","","","Mondaine Classic Swiss Railways A660.30360.16SBM Montre Hommes","Mondaine Classic Swiss Railways A660.30360.16SBM Montre Hommes","","","","","","","","","","",""
"A660.30360.40SBM","Mondaine Classic Swiss Railways A660.30360.40SBM Montre Hommes","<p><b>Mondaine Classic Swiss Railways A660.30360.40SBM Montre Hommes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran bleu</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30360.40SBM Montre Hommes","TRUE","","","","","","","A660.30360.40SBM","","shopify","2","deny","manual","86.60","","TRUE","FALSE","7611382622648","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30360.40SBM.jpg","Mondaine Classic Swiss Railways A660.30360.40SBM Montre Hommes","","","","","","Mondaine Classic Swiss Railways A660.30360.40SBM Montre Hommes","Mondaine Classic Swiss Railways A660.30360.40SBM Montre Hommes","","","","","","","","","","",""
"A660.30360.60SBM","Mondaine Classic Swiss Railways A660.30360.60SBM Montre Hommes","<p><b>Mondaine Classic Swiss Railways A660.30360.60SBM Montre Hommes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran vert</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30360.60SBM Montre Hommes","TRUE","","","","","","","A660.30360.60SBM","","shopify","2","deny","manual","86.60","","TRUE","FALSE","7611382622655","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30360.60SBM.jpg","Mondaine Classic Swiss Railways A660.30360.60SBM Montre Hommes","","","","","","Mondaine Classic Swiss Railways A660.30360.60SBM Montre Hommes","Mondaine Classic Swiss Railways A660.30360.60SBM Montre Hommes","","","","","","","","","","",""
"A660.30360.80SBJ","Mondaine Classic Swiss Railways A660.30360.80SBJ Montre Hommes","<p><b>Mondaine Classic Swiss Railways A660.30360.80SBJ Montre Hommes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran gris</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30360.80SBJ Montre Hommes","FALSE","","","","","","","A660.30360.80SBJ","","shopify","0","deny","manual","83.60","","TRUE","FALSE","7611382621931","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30360.80SBJ.jpg","Mondaine Classic Swiss Railways A660.30360.80SBJ Montre Hommes","","","","","","Mondaine Classic Swiss Railways A660.30360.80SBJ Montre Hommes","Mondaine Classic Swiss Railways A660.30360.80SBJ Montre Hommes","","","","","","","","","","",""
"A660.30360.80SBM","Mondaine Classic Swiss Railways A660.30360.80SBM Montre Hommes","<p><b>Mondaine Classic Swiss Railways A660.30360.80SBM Montre Hommes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, mat, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran gris</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways A660.30360.80SBM Montre Hommes","TRUE","","","","","","","A660.30360.80SBM","","shopify","2","deny","manual","77.60","","TRUE","FALSE","7611382622662","https://shop.heinrichssohn.de/images/product_images/original_images/A660.30360.80SBM.jpg","Mondaine Classic Swiss Railways A660.30360.80SBM Montre Hommes","","","","","","Mondaine Classic Swiss Railways A660.30360.80SBM Montre Hommes","Mondaine Classic Swiss Railways A660.30360.80SBM Montre Hommes","","","","","","","","","","",""
"MSL.31110.LBV","Mondaine Classic Swiss Railways MSL.31110.LBV Montre Femmes","<p><b>Mondaine Classic Swiss Railways MSL.31110.LBV Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>5 ATM Water Resistant</li>      <li>Couleur du cadran blanc</li>      <li>Largeur du bo&icirc;tier ca. 32 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways MSL.31110.LBV Montre Femmes","FALSE","","","","","","","MSL.31110.LBV","","shopify","0","deny","manual","74.60","","TRUE","FALSE","7611382639189","https://shop.heinrichssohn.de/images/product_images/original_images/MSL.31110.LBV.jpg","Mondaine Classic Swiss Railways MSL.31110.LBV Montre Femmes","","","","","","Mondaine Classic Swiss Railways MSL.31110.LBV Montre Femmes","Mondaine Classic Swiss Railways MSL.31110.LBV Montre Femmes","","","","","","","","","","",""
"MSL.31110.SM","Mondaine Classic Swiss Railways MSL.31110.SM Montre Femmes","<p><b>Mondaine Classic Swiss Railways MSL.31110.SM Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies, Fermeture &agrave; rabat</li>      <li>Verre min&eacute;ral</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>5 ATM Water Resistant</li>      <li>Couleur du cadran blanc</li>      <li>Largeur du bo&icirc;tier ca. 32 mm</li>      <li>Taille du bo&icirc;tier d'environ 7 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Classic Swiss Railways MSL.31110.SM Montre Femmes","FALSE","","","","","","","MSL.31110.SM","","shopify","0","deny","manual","74.60","","TRUE","FALSE","7611382640949","https://shop.heinrichssohn.de/images/product_images/original_images/MSL.31110.SM.jpg","Mondaine Classic Swiss Railways MSL.31110.SM Montre Femmes","","","","","","Mondaine Classic Swiss Railways MSL.31110.SM Montre Femmes","Mondaine Classic Swiss Railways MSL.31110.SM Montre Femmes","","","","","","","","","","",""
"MSE.30112.LGV","Mondaine Evo2 MSE.30112.LGV Montre Femmes","<p><b>Mondaine Evo2 MSE.30112.LGV Montre Femmes Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, mat</li>      <li>Bracelet en cuir vegan, brun, boucle ardillon</li>      <li>Verre saphir</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 30 mm</li>      <li>Taille du bo&icirc;tier d'environ 9 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Evo2 MSE.30112.LGV Montre Femmes","FALSE","","","","","","","MSE.30112.LGV","","shopify","0","deny","manual","83.60","","TRUE","FALSE","7611382632449","https://shop.heinrichssohn.de/images/product_images/original_images/MSE.30112.LGV.jpg","Mondaine Evo2 MSE.30112.LGV Montre Femmes","","","","","","Mondaine Evo2 MSE.30112.LGV Montre Femmes","Mondaine Evo2 MSE.30112.LGV Montre Femmes","","","","","","","","","","",""
"MH1.B3120.LB","Mondaine Helvetica MH1.B3120.LB Montre Femmes","<p><b>Mondaine Helvetica MH1.B3120.LB Montre Femmes  Swiss Made</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, mat</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Verre saphir</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 ATM Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier ca. 34 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et bo&icirc;te.</b></p>","Mondaine","Montres Marque","Mondaine Helvetica MH1.B3120.LB Montre Femmes","FALSE","","","","","","","MH1.B3120.LB","","shopify","0","deny","manual","98.00","","TRUE","FALSE","7630040904681","https://shop.heinrichssohn.de/images/product_images/original_images/MH1B3120LB.jpg","Mondaine Helvetica MH1.B3120.LB Montre Femmes","","","","","","Mondaine Helvetica MH1.B3120.LB Montre Femmes","Mondaine Helvetica MH1.B3120.LB Montre Femmes","","","","","","","","","","",""
